번호,개방서비스명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보x(epsg5174),좌표정보y(epsg5174)
162,동물약국,745-8491,서울특별시 종로구 종로5가 36-1번지,"서울특별시 종로구 종로 235 (종로5가, 백제약국)",03126,종로백제약국,200283.081116867,452107.769442271
163,동물약국,02-598-7753,서울특별시 서초구 서초동 1553-3번지 스타갤러리브릿지 703호,"서울특별시 서초구 서초대로 250, 703호 (서초동, 스타갤러리브릿지)",06647,세븐약국,200741.837498794,443309.391151125
164,동물약국,,서울특별시 서초구 양재동 210-5번지,"서울특별시 서초구 매헌로 34, 1층 (양재동, 한일빌딩)",06770,양재신세계약국,203011.079018148,440206.847574568
165,동물약국,,,서울특별시 종로구 지봉로 77-3 (창신동),03095,사랑온누리약국,201276.672713985,452735.604634862
166,동물약국,3487-3454,서울특별시 서초구 서초동 1344-12번지,서울특별시 서초구 서운로 39 (서초동),06727,미소약국,202446.579651069,442799.347859186
167,동물약국,02-2273-3233,서울특별시 종로구 종로3가 123-2번지,서울특별시 종로구 종로 124 (종로3가),03192,동남약국,199160.928868703,451981.453721531
168,동물약국,403-2638,서울특별시 송파구 가락동 96-16번지,서울특별시 송파구 송파대로 278 (가락동),05711,뉴프라임약국,210339.698670624,443572.862876476
169,동물약국,070-4146-2440,서울특별시 송파구 마천동 118-12번지 1층,서울특별시 송파구 거마로 60 (마천동),05755,마천푸른솔약국,212923.55921851,444007.752263133
170,동물약국,02-402-1424,서울특별시 송파구 문정동 31번지,서울특별시 송파구 동남로4길 25 (문정동),05803,문정약국,210988.623541293,442868.607364986
171,동물약국,02-422-2884,서울특별시 송파구 석촌동 174-2번지,"서울특별시 송파구 백제고분로 365, 1층 (석촌동)",05616,윤약국,209328.877055075,444801.540394882
172,동물약국,420-4452,서울특별시 송파구 석촌동 295-6번지,"서울특별시 송파구 송파대로 387, 1층 (석촌동)",05687,송파사거리약국,209616.10728867,444419.630191776
173,동물약국,02-402-0612,서울특별시 송파구 가락동 164-23번지,"서울특별시 송파구 동남로 215, 1층 (가락동, 동원빌딩)",05820,지앤미약국,211559.415615501,443832.73591508
174,동물약국,024317887,서울특별시 송파구 장지동 841-4번지 대진프라자 105호,"서울특별시 송파구 충민로2길 28, 105호 (장지동, 대진프라자 )",05816,송파정약국,211199.509258022,441680.580139573
175,동물약국,02-2152-7577,서울특별시 송파구 신천동 7-29번지,"서울특별시 송파구 올림픽로35길 123, 203호 (신천동, 향군타워)",05510,삼성수약국,208883.088818201,446048.260013091
176,동물약국,024481121,서울특별시 송파구 가락동 48번지,서울특별시 송파구 송이로 87 (가락동),05706,메디팜대신M약국,,
177,동물약국,400-9240,서울특별시 송파구 마천동 307-13번지 1층,"서울특별시 송파구 마천로57길 7, 1층 (마천동)",05758,진메디칼약국,213371.286929455,443614.241344408
178,동물약국,02-3432-0332,서울특별시 송파구 송파동 141-7 지인빌딩,"서울특별시 송파구 오금로 176, 지인빌딩 1층 (송파동)",05663,새독일약국,209997.289920459,445212.210203515
179,동물약국,412-7999,서울특별시 송파구 잠실동 234-9번지,서울특별시 송파구 백제고분로 171 (잠실동),05568,잠실프라자약국,207526.283561976,444778.730196383
180,동물약국,024247434,,"서울특별시 송파구 올림픽로 130, 1층 (잠실동)",05558,녹십자약국,207438.254279484,445455.610914717
181,동물약국,02-406-5258,,"서울특별시 송파구 위례성대로20길 31, 1층 (오금동)",05657,햇살약국,211182.039440114,445171.927200021
182,동물약국,424-6167,서울특별시 송파구 석촌동 277-1번지,서울특별시 송파구 가락로 99 (석촌동),05688,팜코리아약국,209393.141585965,444350.722020836
183,동물약국,024030020,,"서울특별시 송파구 위례광장로 136, E동 205호 (장지동, 위례아이파크)",05852,트램온누리약국,212494.327675839,441590.062253247
184,동물약국,2047-1970,,"서울특별시 송파구 충민로 52, 지하1층 BF1086호 (문정동, 가든파이브웍스)",05839,참한약국,210780.126180232,441730.920486073
185,동물약국,448-4411,서울특별시 송파구 마천동 126-5번지,"서울특별시 송파구 마천로41길 9, 1층 (마천동)",05756,옵티마100세약국,213087.64036614,443900.722778494
186,동물약국,478-6665,서울특별시 송파구 풍납동 152-2번지 1층,서울특별시 송파구 바람드리길 52 (풍납동),05518,시장온누리약국,210657.054763897,448326.797121815
187,동물약국,411-0187,,"서울특별시 송파구 올림픽로 240, 웰빙센터동 S104호 (잠실동, 롯데월드)",05554,키즈플러스약국,208589.363343145,445455.90405262
188,동물약국,400-8216,,서울특별시 송파구 마천로41길 20 (마천동),05756,명문동물약국,213157.047527162,443876.933343624
189,동물약국,070-8242-8900,경상북도 구미시 상모동 36-2번지,"경상북도 구미시 상사서로 49, 1층 (상모동)",39340,대한약국,321987.809947816,288219.677619567
190,동물약국,02-873-8707,서울특별시 관악구 신림동 107-123번지 1층,"서울특별시 관악구 신림로 198, 1층 (신림동)",08836,한소망약국,194349.19279559,441431.83060494
191,동물약국,2795633,전라남도 목포시 산정동 1044-544번지,전라남도 목포시 영산로 246 (산정동),58707,비전약국,144410.081849148,145055.257460696
192,동물약국,,전라남도 함평군 함평읍 기각리 998-1번지 연합의원,"전라남도 함평군 함평읍 중앙길 80, 이기세약국",57152,이기세약국,156371.893449176,173947.792802902
193,동물약국,,충청북도 청주시 상당구 금천동 276번지 굿모닝타워,"충청북도 청주시 상당구 산성로92번길 6, 굿모닝타워 1층층 (금천동)",28744,굿모닝사랑약국,244966.531604852,347853.730280968
194,동물약국,,경상남도 창원시 마산회원구 석전동 261-29,경상남도 창원시 마산회원구 3·15대로 605 (석전동),51314,맑은천지연약국,343229.981989952,193207.613965729
195,동물약국,051-701-8608,부산광역시 해운대구 좌동 1314-2번지 화목데파트 201-2호,"부산광역시 해운대구 세실로 64, 2층 201-2호 (좌동, 화목데파트)",48107,화목2층약국,398320.764293408,187928.258297607
196,동물약국,055-367-6150,경상남도 양산시 덕계동 745번지,"경상남도 양산시 덕계로 61, 102호 (덕계동)",50554,민광약국,395334.568214064,210361.182239883
197,동물약국,024974337,서울특별시 광진구 자양동 8-24번지 성원빌딩,"서울특별시 광진구 아차산로 218, 성원빌딩 (자양동)",05072,건대역약국,205884.990016684,448726.936870787
198,동물약국,,부산광역시 해운대구 반송동 257-151,부산광역시 해운대구 아랫반송로21번길 22 (반송동),48017,반송열린약국,395541.808328417,193962.283674545
199,동물약국,02-3672-0845,서울특별시 종로구 창신동 647-16번지,"서울특별시 종로구 창신길 47, 1층 (창신동)",03097,창신종로약국,200854.03612958,452385.186316144
200,동물약국,051-862-6132,부산광역시 연제구 연산동 1950-9번지,부산광역시 연제구 연수로 137 (연산동),47603,한빛메디칼약국,389953.362293017,188183.611209143
201,동물약국,,경상남도 양산시 덕계동 925,경상남도 양산시 덕계로 85 (덕계동),50553,메디팜한사랑약국,395484.981216131,210538.263105757
202,동물약국,,경상남도 양산시 덕계동 754-17 조은약국,"경상남도 양산시 덕계로 17, 조은약국 (덕계동)",50556,덕계조은약국,395139.533975624,209960.969642907
203,동물약국,02-515-9354,서울특별시 강남구 청담동 47-5번지 정한빌딩 103호,"서울특별시 강남구 학동로 443, 정한빌딩 103호 (청담동)",06068,청담별빛약국,204294.844316923,446304.840945314
204,동물약국,,인천광역시 서구 가정동 607-5번지,"인천광역시 서구 봉오재3로 40, 가정프라자 1층 (가정동)",22858,엔젤약국,170377.626677363,447545.552787954
205,동물약국,051-466-4101,부산광역시 동구 수정동 1-28번지 동부 메디칼센터,"부산광역시 동구 중앙대로 383, 동부 메디칼센터 1층 (수정동)",48775,동아약국,386700.372580527,183080.55223507
206,동물약국,02-907-4266,서울특별시 도봉구 창동 75-1번지,서울특별시 도봉구 노해로65길 14-3 (창동),01405,종로프라자약국,204059.248950074,461078.504559119
207,동물약국,02-907-4266,서울특별시 도봉구 창동 75-1번지,서울특별시 도봉구 노해로65길 14-3 (창동),01405,종로프라자약국,204059.248950074,461078.504559119
208,동물약국,032-275-8275,인천광역시 부평구 삼산동 459-1번지 삼산동 이리옴프라자 103호,"인천광역시 부평구 체육관로 30, 삼산동 이리옴프라자 103호 (삼산동)",21344,동인당약국,176484.202123274,445154.230291671
209,동물약국,,경기도 고양시 일산동구 마두동 802-1번지 그랜드프라자,"경기도 고양시 일산동구 중앙로 1172, 그랜드프라자 108호 (마두동)",10414,마두온누리약국,180377.376839201,461063.025805119
210,동물약국,031-849-5780,경기도 고양시 일산동구 백석동 1237번지 일산요진와이시티,"경기도 고양시 일산동구 강송로 33, A동 B317호 (백석동, 일산요진와이시티)",10450,벨라시타약국,181637.189249099,460029.013400211
211,동물약국,031-913-7582,경기도 고양시 일산서구 탄현동 1650번지 일산에듀포레푸르지오 상가동 110호,"경기도 고양시 일산서구 탄현로 136, 상가동 110호 (탄현동, 일산에듀포레푸르지오)",10248,스타약국,179457.618217181,466875.270634742
212,동물약국,,서울특별시 강남구 대치동 990번지 삼성상가 107호,"서울특별시 강남구 도곡로 516, 삼성상가 107호 (대치동)",06282,강남보선약국,205509.966459072,444112.266997421
213,동물약국,02-3789-5088,서울특별시 중구 충무로2가 63-2번지 삼윤빌딩,"서울특별시 중구 명동10길 51, 나인트리호텔 1층 (충무로2가)",04537,웰니스약국,198695.658587016,451034.509517585
214,동물약국,,대전광역시 서구 괴정동 423-3번지 대전오렌지타운,"대전광역시 서구 계룡로 616, 대전오렌지타운 1층 (괴정동)",35299,오렌지약국,235001.34348044,315526.738842362
215,동물약국,,서울특별시 송파구 가락동 479번지 헬리오시티,"서울특별시 송파구 송파대로 345, 1002호 (가락동, 헬리오시티)",05698,헬리오이화약국,209412.197809542,443928.783342251
216,동물약국,02-457-7156,서울특별시 광진구 중곡동 140-29,"서울특별시 광진구 천호대로 575, 1층 (중곡동)",04930,가원약국,207190.60027078,450474.466965346
217,동물약국,,서울특별시 동대문구 장안동 307-3,"서울특별시 동대문구 장한로 139, 105호 (장안동)",02530,우주약국,206237.158132452,452292.449080256
218,동물약국,051-898-9477,부산광역시 부산진구 당감동 282-11번지,"부산광역시 부산진구 동평로 90, 1층 (당감동)",47181,대웅사약국,385734.237903683,187026.328591073
219,동물약국,,대구광역시 동구 대림동 892-4번지,"대구광역시 동구 메디밸리로 1, 1층 가온약국 (대림동)",41072,가온약국,357934.277019803,265057.398983371
220,동물약국,,인천광역시 계양구 동양동 605번지 1층,"인천광역시 계양구 양지로 40, 1층 (동양동)",21018,사랑인약국,178322.188869029,451120.806828105
221,동물약국,051-246-2768,부산광역시 중구 부평동2가 80-3번지,부산광역시 중구 흑교로 38 (부평동2가),48977,국제약국,384608.762917794,180072.685017363
222,동물약국,053-252-7578,대구광역시 중구 남산동 2466-92번지 남산병원 1층,"대구광역시 중구 남산로13길 9, 남산병원 1층 (남산동)",41978,옵티마 소망약국,342807.803775621,263521.781179234
223,동물약국,02-3147-0433,서울특별시 마포구 아현동 397-5번지 보령빌딩,"서울특별시 마포구 마포대로24길 56, 보령빌딩 1층 (아현동)",04202,아름다운약국,196554.21056849,449921.185527179
224,동물약국,031-857-8421,경기도 양주시 옥정동 963-18 한덕타워 115호,"경기도 양주시 회천남로 76, 한덕타워 115호 (옥정동)",11473,알밤약국,208211.569409,479559.894066587
225,동물약국,02-845-9369,서울특별시 영등포구 대림동 756-5번지 동성빌딩,"서울특별시 영등포구 도림로 192, 동성빌딩 1층 (대림동)",07423,나래약국,191301.284742374,443775.2428814
226,동물약국,064-257-8085,제주특별자치도 제주시 도련일동 1938-2번지 삼화지구 신형빌딩,"제주특별자치도 제주시 화삼북로 68, 삼화지구 신형빌딩 1층 (도련일동)",63323,시원한약국,160931.772750926,2369.90982377918
227,동물약국,,부산광역시 수영구 망미동 442-10번지 메디플러스,"부산광역시 수영구 과정로41번길 20, 메디플러스 102호 (망미동)",48210,41번길약국,391830.420678364,188250.564689593
